epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,1851.16,0.66074,0.52387,0.89794,0.73617,0.84824,0.81273,0.70309,0.50891,0.56732,0.8605,0.000357575,0.000357575,0.000357575
139,1864.1,0.66103,0.50388,0.89798,0.73978,0.75262,0.7686,0.65969,0.51269,0.61285,0.86919,0.000352076,0.000352076,0.000352076
140,1877.94,0.63838,0.50459,0.88803,0.78586,0.81724,0.83633,0.72612,0.49986,0.5346,0.85768,0.000346576,0.000346576,0.000346576
141,1891.84,0.66821,0.51428,0.89999,0.76858,0.815,0.81117,0.6924,0.52105,0.57646,0.86807,0.000341077,0.000341077,0.000341077
142,1905.36,0.64589,0.50681,0.89425,0.74339,0.79742,0.78346,0.67667,0.50994,0.56194,0.8613,0.000335578,0.000335578,0.000335578
143,1918.68,0.64866,0.50823,0.89265,0.78638,0.80916,0.83149,0.71802,0.50645,0.52804,0.86026,0.000330078,0.000330078,0.000330078
144,1932.56,0.65296,0.51001,0.89866,0.73214,0.77375,0.76621,0.65086,0.5316,0.66171,0.8646,0.000324579,0.000324579,0.000324579
145,1945.65,0.65271,0.5085,0.89443,0.77087,0.71859,0.76536,0.65484,0.5275,0.6609,0.8632,0.000319079,0.000319079,0.000319079
146,1959.49,0.65153,0.50907,0.89757,0.7848,0.80017,0.80684,0.69046,0.52231,0.56032,0.865,0.00031358,0.00031358,0.00031358
147,1973.06,0.65857,0.50099,0.89533,0.76458,0.80437,0.80338,0.69234,0.52182,0.57393,0.86551,0.00030808,0.00030808,0.00030808
148,1986.26,0.65559,0.50033,0.89512,0.7326,0.80533,0.78462,0.66937,0.51982,0.59757,0.8643,0.000302581,0.000302581,0.000302581
149,1999.78,0.64739,0.50782,0.89657,0.75345,0.80368,0.781,0.66983,0.51866,0.57156,0.86761,0.000297081,0.000297081,0.000297081
150,2013.28,0.64029,0.4893,0.88351,0.79549,0.76641,0.8046,0.69482,0.4931,0.5625,0.85517,0.000291582,0.000291582,0.000291582
151,2026.87,0.64086,0.50054,0.89249,0.76342,0.77163,0.78533,0.67097,0.50777,0.61337,0.86029,0.000286083,0.000286083,0.000286083
152,2040.73,0.65129,0.51218,0.89632,0.79883,0.79162,0.82003,0.69731,0.51043,0.54978,0.86082,0.000280583,0.000280583,0.000280583
153,2054.01,0.64955,0.49082,0.89163,0.79236,0.80793,0.81803,0.70551,0.49836,0.55354,0.86103,0.000275084,0.000275084,0.000275084
154,2066.82,0.64191,0.49681,0.89167,0.80403,0.76292,0.80215,0.68194,0.51562,0.57309,0.86282,0.000269584,0.000269584,0.000269584
155,2080.53,0.64582,0.49349,0.89133,0.73511,0.82432,0.79366,0.68363,0.50842,0.58017,0.8622,0.000264085,0.000264085,0.000264085
156,2094.16,0.63986,0.4948,0.88566,0.73511,0.80334,0.80385,0.68501,0.52229,0.56478,0.86409,0.000258585,0.000258585,0.000258585
157,2107.96,0.65219,0.48991,0.89443,0.7259,0.77348,0.77214,0.65634,0.52481,0.61353,0.86463,0.000253086,0.000253086,0.000253086
